,Date,Dernier,Ouv.,Plus Haut,Plus Bas,bid,ask,bid_rate_local,ask_rate_local,bid_rate_foreign,ask_rate_foreign
98,2000-05-18,2.504823151125402,2.576987501610617,2.628538417099942,2.4483204134366923,2.4483204134366923,2.628538417099942,6.75,7.0,0.05,0.2
99,2000-05-19,2.438867023678947,2.527981474334234,2.6150089951169373,2.294912405456073,2.294912405456073,2.6150089951169373,6.75,7.0,0.05,0.2
100,2000-05-22,2.039503313388664,2.419354838709677,2.570694087403599,1.925064599483204,1.925064599483204,2.570694087403599,6.75,7.0,0.05,0.2
101,2000-05-23,2.6118686383714236,2.4908283452403936,2.617299712735397,2.4157701475230304,2.4157701475230304,2.617299712735397,6.75,7.0,0.05,0.2
102,2000-05-24,2.598652550529355,2.5619675911099726,2.6157968610437665,2.5278188718080656,2.5278188718080656,2.6157968610437665,6.75,7.0,0.05,0.2
103,2000-05-25,2.5645945254540803,2.541230828466919,2.607195347945556,2.48327328872877,2.48327328872877,2.607195347945556,6.75,7.0,0.05,0.2
104,2000-05-26,2.5705709541448463,2.4971187091817133,2.565001274534795,2.405388069275177,2.405388069275177,2.565001274534795,6.75,7.0,0.05,0.2
105,2000-05-29,2.5838968993237206,2.5067489394523714,2.585657877977328,2.3657987785278043,2.3657987785278043,2.585657877977328,6.75,7.0,0.05,0.2
106,2000-05-30,2.6329210761188317,2.509097873970504,2.6461069864839137,2.5126270698804425,2.5126270698804425,2.6461069864839137,6.75,7.0,0.05,0.2
107,2000-05-31,2.593860984271944,2.553137167294313,2.64704024259271,2.5305131318295095,2.5305131318295095,2.64704024259271,6.75,7.0,0.05,0.2
108,2000-06-01,2.603271593151295,2.577614119738429,2.646909827760892,2.552159765201302,2.552159765201302,2.646909827760892,6.75,7.0,0.05,0.2
109,2000-06-02,2.566545962772378,2.6237024772336497,2.6518987341772147,2.5516713447307984,2.5516713447307984,2.6518987341772147,6.75,7.0,0.05,0.2
110,2000-06-05,2.6372648703609562,2.577941456600419,2.6434231378763866,2.567533129459735,2.567533129459735,2.6434231378763866,6.75,7.0,0.05,0.2
111,2000-06-06,2.5935590631364565,2.5849993633006494,2.645921794790544,2.5645933014354068,2.5645933014354068,2.645921794790544,6.75,7.0,0.05,0.2
112,2000-06-07,2.5827434474842166,2.578468198892214,2.624388384063036,2.440270857288872,2.440270857288872,2.624388384063036,6.75,7.0,0.05,0.2
113,2000-06-08,2.7518835397778063,2.5492320438467915,2.7594099694811804,2.5288092189500637,2.5288092189500637,2.7594099694811804,6.75,7.0,0.05,0.2
114,2000-06-09,2.7470772375902386,2.6687096980144287,2.7783088001019567,2.574117948389575,2.574117948389575,2.7783088001019567,6.75,7.0,0.05,0.2
115,2000-06-12,2.7920081967213117,2.7232628012529565,2.808809447813597,2.638505488861784,2.638505488861784,2.808809447813597,6.75,7.0,0.05,0.2
116,2000-06-13,2.7649769585253456,2.741832158872518,2.8014771424933147,2.700449005772932,2.700449005772932,2.8014771424933147,6.75,7.0,0.05,0.2
117,2000-06-14,2.7504157605219395,2.7315762538382797,2.7875231230465007,2.692135119543619,2.692135119543619,2.7875231230465007,6.75,7.0,0.05,0.2
118,2000-06-15,2.7274473397784753,2.6733179841391657,2.763065535064769,2.5331879689604317,2.5331879689604317,2.763065535064769,6.75,7.0,0.05,0.2
119,2000-06-16,2.7108433734939763,2.69716189377923,2.7266922094508304,2.6467942952588976,2.6467942952588976,2.7266922094508304,6.75,7.0,0.05,0.2
120,2000-06-19,2.6852089207895413,2.6938618433711756,2.7037392138063283,2.6452648475120384,2.6452648475120384,2.7037392138063283,6.75,7.0,0.05,0.2
121,2000-06-20,2.675413209852724,2.673933953190125,2.7404277116148035,2.5776517592473254,2.5776517592473254,2.7404277116148035,6.75,7.0,0.05,0.2
122,2000-06-21,2.7628945839519723,2.6517345690931324,2.878437419686456,2.6652865829990944,2.6652865829990944,2.878437419686456,6.75,7.0,0.05,0.2
123,2000-06-22,2.6798398553532223,2.7442371020856204,2.7888702821074327,2.4311183144246358,2.4311183144246358,2.7888702821074327,6.75,7.0,0.05,0.2
124,2000-06-23,2.8200335181126728,2.7002583979328163,2.8463913546893083,2.6475919212843086,2.6475919212843086,2.8463913546893083,6.75,7.0,0.05,0.2
